text,intent
"Làm ơn xác nhận lịch hẹn cho tôi.",confirm_appointment
"Tôi cần biết lịch hẹn của tôi có còn hiệu lực không.",confirm_appointment
"Tôi cần biết lịch hẹn của tôi đã được thông qua chưa.",confirm_appointment
"Tôi cần biết liệu bác sĩ đã xác nhận lịch hẹn của tôi chưa.",confirm_appointment
"Tôi cần biết liệu bác sĩ đã xác nhận lịch hẹn của tôi chưa.",confirm_appointment
"Tôi cần biết liệu lịch hẹn của mình có còn hiệu lực không.",confirm_appointment
"Tôi cần biết liệu lịch hẹn của mình có còn hiệu lực không.",confirm_appointment
"Tôi cần biết liệu lịch hẹn của mình có còn hiệu lực không.",confirm_appointment
"Tôi cần biết liệu lịch hẹn của mình có còn hiệu lực không.",confirm_appointment
"Tôi cần biết liệu lịch hẹn của mình có còn hiệu lực không.",confirm_appointment
"Tôi cần biết liệu lịch hẹn của mình có được xác nhận không.",confirm_appointment
"Tôi cần biết liệu lịch hẹn của mình đã được xác nhận chưa.",confirm_appointment
"Tôi cần biết liệu tôi có lịch hẹn đã được đồng ý không.",confirm_appointment
"Tôi cần biết liệu tôi có lịch hẹn đã được đồng ý không.",confirm_appointment
"Tôi cần biết liệu tôi có lịch hẹn đã được xác nhận không.",confirm_appointment
"Tôi cần biết liệu tôi có lịch hẹn đã được xác nhận không.",confirm_appointment
"Tôi cần kiểm tra xem bác sĩ đã xác nhận lịch hẹn của tôi chưa.",confirm_appointment
"Tôi cần kiểm tra xem bác sĩ đã xác nhận lịch hẹn của tôi chưa.",confirm_appointment
"Tôi cần kiểm tra xem bác sĩ đã xác nhận lịch hẹn của tôi chưa.",confirm_appointment
"Tôi cần kiểm tra xem bác sĩ đã xác nhận lịch hẹn của tôi chưa.",confirm_appointment
"Tôi cần kiểm tra xem lịch hẹn của mình có còn hiệu lực không.",confirm_appointment
"Tôi cần kiểm tra xem lịch hẹn của mình đã được đồng ý chưa.",confirm_appointment
"Tôi cần kiểm tra xem lịch hẹn của mình đã được xác nhận chưa.",confirm_appointment
"Tôi cần kiểm tra xem lịch hẹn đã được đồng ý chưa.",confirm_appointment
"Tôi cần xác nhận lại lịch hẹn của mình với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lại lịch hẹn khám của mình với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lại lịch hẹn khám của mình.",confirm_appointment
"Tôi cần xác nhận lại lịch hẹn khám sức khỏe của mình.",confirm_appointment
"Tôi cần xác nhận lại thông tin lịch hẹn của mình.",confirm_appointment
"Tôi cần xác nhận lại thông tin lịch hẹn của mình.",confirm_appointment
"Tôi cần xác nhận lại thông tin lịch hẹn của tôi với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lại thông tin lịch hẹn của tôi với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lại thông tin lịch hẹn của tôi với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lại thông tin lịch hẹn của tôi.",confirm_appointment
"Tôi cần xác nhận lại thông tin về lịch hẹn của mình.",confirm_appointment
"Tôi cần xác nhận lịch hẹn của mình với trung tâm y tế.",confirm_appointment
"Tôi cần xác nhận lịch hẹn khám sức khỏe của mình với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lịch hẹn khám sức khỏe của mình với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lịch hẹn khám sức khỏe của mình với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lịch hẹn khám sức khỏe của mình với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lịch hẹn mà tôi đã lên kế hoạch.",confirm_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ chuyên khoa của mình.",confirm_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ chuyên khoa.",confirm_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ mà tôi đã đăng ký.",confirm_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ mà tôi đã đặt.",confirm_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ mà tôi đã đặt.",confirm_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ.",confirm_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ.",confirm_appointment
"Tôi cần xác nhận thời gian hẹn mà tôi đã đặt.",confirm_appointment
"Tôi cần xác nhận thời gian hẹn mà tôi đã lên kế hoạch.",confirm_appointment
"Tôi cần xác nhận thông tin lịch hẹn của mình với bác sĩ.",confirm_appointment
"Tôi cần xác nhận tình trạng lịch hẹn của mình.",confirm_appointment
"Tôi muốn biết lịch hẹn của mình có còn đúng không.",confirm_appointment
"Tôi muốn biết lịch hẹn của mình có còn đúng không.",confirm_appointment
"Tôi muốn biết lịch hẹn của mình có còn đúng không.",confirm_appointment
"Tôi muốn biết lịch hẹn của mình có được đồng ý không.",confirm_appointment
"Tôi muốn biết lịch hẹn của mình đã được chấp nhận chưa?",confirm_appointment
"Tôi muốn biết lịch hẹn của mình đã được đồng ý chưa.",confirm_appointment
"Tôi muốn biết lịch hẹn của tôi có đúng không.",confirm_appointment
"Tôi muốn biết liệu lịch hẹn của mình có còn đúng không.",confirm_appointment
"Tôi muốn biết liệu lịch hẹn của mình có được xác nhận không.",confirm_appointment
"Tôi muốn biết liệu lịch hẹn của mình đã được đồng ý chưa.",confirm_appointment
"Tôi muốn biết liệu lịch hẹn của tôi có đúng không.",confirm_appointment
"Tôi muốn biết liệu tôi có lịch hẹn với bác sĩ không.",confirm_appointment
"Tôi muốn biết liệu tôi có lịch hẹn với bác sĩ không.",confirm_appointment
"Tôi muốn biết liệu tôi có lịch hẹn với bác sĩ không.",confirm_appointment
"Tôi muốn biết liệu tôi có lịch hẹn với bác sĩ không.",confirm_appointment
"Tôi muốn kiểm tra lịch hẹn của mình với bác sĩ chuyên khoa.",confirm_appointment
"Tôi muốn kiểm tra lịch hẹn của mình với bác sĩ chuyên khoa.",confirm_appointment
"Tôi muốn kiểm tra lịch hẹn của mình với bác sĩ chuyên khoa.",confirm_appointment
"Tôi muốn kiểm tra lịch hẹn của mình với bác sĩ chuyên khoa.",confirm_appointment
"Tôi muốn kiểm tra lịch hẹn của mình với bác sĩ chuyên khoa.",confirm_appointment
"Tôi muốn kiểm tra lịch hẹn của mình với bác sĩ chuyên khoa.",confirm_appointment
"Tôi muốn kiểm tra lịch hẹn của mình với trung tâm y tế.",confirm_appointment
"Tôi muốn kiểm tra tình trạng lịch hẹn của mình với bác sĩ.",confirm_appointment
"Tôi muốn kiểm tra tình trạng lịch hẹn của mình với bác sĩ.",confirm_appointment
"Tôi muốn kiểm tra tình trạng lịch hẹn của mình.",confirm_appointment
"Tôi muốn kiểm tra tình trạng xác nhận của lịch hẹn.",confirm_appointment
"Tôi muốn kiểm tra xem bác sĩ đã đồng ý lịch hẹn của tôi chưa.",confirm_appointment
"Tôi muốn kiểm tra xem bác sĩ đã xác nhận lịch hẹn chưa.",confirm_appointment
"Tôi muốn kiểm tra xem bác sĩ đã xác nhận lịch hẹn của tôi chưa.",confirm_appointment
"Tôi muốn kiểm tra xem lịch hẹn của mình có còn hiệu lực không.",confirm_appointment
"Tôi muốn kiểm tra xem lịch hẹn của mình có còn hiệu lực không.",confirm_appointment
"Tôi muốn xác nhận lại lịch hẹn của mình với trung tâm y tế.",confirm_appointment
"Tôi muốn xác nhận lại lịch hẹn đã đặt của mình với bác sĩ.",confirm_appointment
"Tôi muốn xác nhận lại lịch hẹn đã đặt của mình với bác sĩ.",confirm_appointment
"Tôi muốn xác nhận lại lịch hẹn đã đặt của mình với bác sĩ.",confirm_appointment
"Tôi muốn xác nhận lại lịch hẹn đã đặt của mình.",confirm_appointment
"Tôi muốn xác nhận lại lịch hẹn khám sức khỏe của mình.",confirm_appointment
"Tôi muốn xác nhận lại lịch hẹn khám sức khỏe của mình.",confirm_appointment
"Tôi muốn xác nhận lại lịch hẹn với bác sĩ của mình.",confirm_appointment
"Tôi muốn xác nhận lại thời gian hẹn của mình.",confirm_appointment
"Tôi muốn xác nhận lại thông tin về lịch hẹn của mình.",confirm_appointment
"Tôi muốn xác nhận lại thông tin về lịch hẹn của tôi với bác sĩ.",confirm_appointment
"Tôi muốn xác nhận lại thông tin về lịch hẹn của tôi với bác sĩ.",confirm_appointment
"Tôi muốn xác nhận lại thông tin về lịch hẹn của tôi với bác sĩ.",confirm_appointment
"Tôi muốn xác nhận lại thông tin về lịch hẹn của tôi với bác sĩ.",confirm_appointment
"Tôi muốn xác nhận lịch hẹn của mình.",confirm_appointment
"Tôi muốn xác nhận lịch hẹn đã đặt của mình với bác sĩ.",confirm_appointment
"Tôi muốn xác nhận liệu tôi có lịch hẹn với bác sĩ không.",confirm_appointment
"Tôi muốn xác nhận rằng lịch hẹn của tôi vẫn còn hiệu lực.",confirm_appointment
"Xin hãy cho tôi biết lịch hẹn của tôi có đúng không.",confirm_appointment
"Xin hãy cho tôi biết lịch hẹn của tôi đã được chấp nhận chưa.",confirm_appointment
"Xin hãy cho tôi biết lịch hẹn của tôi đã được đồng ý chưa.",confirm_appointment
"Xin hãy cho tôi biết lịch hẹn của tôi đã được đồng ý chưa.",confirm_appointment
"Xin hãy cho tôi biết lịch hẹn của tôi đã được thông qua chưa.",confirm_appointment
"Xin hãy cho tôi biết lịch hẹn của tôi đã được xác nhận chưa.",confirm_appointment
"Xin hãy cho tôi biết lịch hẹn của tôi đã được xác nhận chưa.",confirm_appointment
"Xin hãy cho tôi biết lịch hẹn của tôi đã được xác nhận chưa.",confirm_appointment
"Xin hãy cho tôi biết lịch hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin hãy cho tôi biết liệu lịch hẹn của tôi có được xác nhận không.",confirm_appointment
"Xin hãy cho tôi biết liệu tôi có lịch hẹn đã được xác nhận không.",confirm_appointment
"Xin hãy cho tôi biết thời gian hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin hãy cho tôi biết thời gian hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin hãy cho tôi biết thời gian hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin hãy cho tôi biết thời gian hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin hãy cho tôi biết thời gian hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin hãy cho tôi biết thông tin về lịch hẹn của tôi.",confirm_appointment
"Xin hãy xác nhận lại lịch hẹn của tôi.",confirm_appointment
"Xin hãy xác nhận lại thời gian hẹn của tôi.",confirm_appointment
"Xin hãy xác nhận lịch hẹn của tôi với bác sĩ chuyên khoa.",confirm_appointment
"Xin hãy xác nhận lịch hẹn của tôi với bác sĩ chuyên khoa.",confirm_appointment
"Xin hãy xác nhận lịch hẹn của tôi với bác sĩ.",confirm_appointment
"Xin hãy xác nhận lịch hẹn của tôi với trung tâm y tế.",confirm_appointment
"Xin hãy xác nhận lịch hẹn của tôi với trung tâm y tế.",confirm_appointment
"Xin hãy xác nhận lịch hẹn của tôi với trung tâm y tế.",confirm_appointment
"Xin hãy xác nhận lịch hẹn của tôi.",confirm_appointment
"Xin hãy xác nhận lịch hẹn khám bệnh của tôi với bác sĩ.",confirm_appointment
"Xin hãy xác nhận lịch hẹn khám bệnh của tôi với bác sĩ.",confirm_appointment
"Xin hãy xác nhận lịch hẹn khám bệnh của tôi với bác sĩ.",confirm_appointment
"Xin hãy xác nhận lịch hẹn khám bệnh của tôi với bác sĩ.",confirm_appointment
"Xin hãy xác nhận lịch hẹn khám bệnh của tôi với bác sĩ.",confirm_appointment
"Xin hãy xác nhận lịch hẹn khám bệnh của tôi.",confirm_appointment
"Xin hãy xác nhận lịch hẹn khám bệnh của tôi.",confirm_appointment
"Xin hãy xác nhận thời gian hẹn của tôi với bác sĩ.",confirm_appointment
"Xin hãy xác nhận thời gian hẹn của tôi với bác sĩ.",confirm_appointment
"Xin hãy xác nhận thời gian hẹn của tôi với bác sĩ.",confirm_appointment
"Xin hãy xác nhận thời gian hẹn của tôi.",confirm_appointment
"Xin làm ơn cho tôi biết lịch hẹn của tôi đã được xác nhận hay chưa.",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi có đúng không.",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi có đúng không.",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi có đúng không.",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi đã được thông qua chưa?",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi đã được thông qua chưa?",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi đã được xác nhận chưa.",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin vui lòng cho tôi biết lịch hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin vui lòng cho tôi biết liệu lịch hẹn của tôi có còn hiệu lực không?",confirm_appointment
"Xin vui lòng cho tôi biết liệu tôi có lịch hẹn đã được đồng ý không.",confirm_appointment
"Xin vui lòng cho tôi biết thời gian hẹn của tôi đã được đồng ý chưa?",confirm_appointment
"Xin vui lòng cho tôi biết thời gian hẹn của tôi đã được xác nhận chưa?",confirm_appointment
"Xin vui lòng cho tôi biết tình trạng lịch hẹn của tôi.",confirm_appointment
"Xin vui lòng xác nhận lịch hẹn cho tôi một lần nữa.",confirm_appointment
"Xin vui lòng xác nhận lịch hẹn của tôi đã được chấp nhận chưa?",confirm_appointment
"Xin vui lòng xác nhận lịch hẹn khám bệnh của tôi.",confirm_appointment
"Xin vui lòng xác nhận lịch hẹn khám bệnh của tôi.",confirm_appointment
"Xin vui lòng xác nhận lịch hẹn khám bệnh của tôi.",confirm_appointment
"Xin vui lòng xác nhận lịch hẹn khám bệnh của tôi.",confirm_appointment
"Xin vui lòng xác nhận lịch hẹn mà tôi đã đặt.",confirm_appointment
"Xin vui lòng xác nhận thời gian hẹn của tôi với bác sĩ.",confirm_appointment
"Xin vui lòng xác nhận thời gian hẹn của tôi.",confirm_appointment
"Xin vui lòng xác nhận thời gian hẹn của tôi.",confirm_appointment


"Bạn có thể giúp tôi đặt lịch hẹn với bệnh viện không?",schedule_appointment
"Cho tôi biết cách đặt lịch hẹn với bác sĩ tâm lý.",schedule_appointment
"Có cách nào để tôi đặt hẹn khám bệnh qua ứng dụng không?",schedule_appointment
"Có cách nào để tôi đặt hẹn với bác sĩ không?",schedule_appointment
"Có cách nào để tôi đặt lịch hẹn khám bệnh không?",schedule_appointment
"Có cách nào để tôi đặt lịch hẹn không?",schedule_appointment
"Có cách nào để tôi đặt lịch hẹn trực tuyến không?",schedule_appointment
"Có cách nào để tôi đặt lịch hẹn trực tuyến không?",schedule_appointment
"Có cách nào để tôi đặt lịch hẹn với bác sĩ không?",schedule_appointment
"Có cách nào để tôi đặt lịch hẹn với bác sĩ không?",schedule_appointment
"Có cách nào để tôi lên lịch hẹn khám bệnh không?",schedule_appointment
"Có cách nào để tôi lên lịch hẹn khám bệnh không?",schedule_appointment
"Có cách nào để tôi lên lịch hẹn không?",schedule_appointment
"Có cách nào để tôi lên lịch hẹn không?",schedule_appointment
"Làm thế nào để đặt lịch hẹn khám bệnh?",schedule_appointment
"Có cách nào để tôi xác nhận lịch hẹn không?",schedule_appointment
"Có thể cho tôi biết bác sĩ nào có lịch khám vào cuối tuần không?",schedule_appointment
"Có thể cho tôi biết bác sĩ nào có lịch khám vào thứ Hai không?",schedule_appointment
"Có thể cho tôi biết bác sĩ nào có lịch khám vào thứ Hai không?",schedule_appointment
"Có thể cho tôi biết bác sĩ nào có thời gian vào thứ Tư không?",schedule_appointment
"Có thể cho tôi biết cách đăng ký lịch hẹn không?",schedule_appointment
"Có thể cho tôi biết cách đăng ký lịch hẹn không?",schedule_appointment
"Có thể cho tôi biết cách đặt lịch khám bệnh không?",schedule_appointment
"Có thể cho tôi biết quy trình để đặt hẹn không?",schedule_appointment
"Có thể cho tôi biết quy trình để đặt hẹn không?",schedule_appointment
"Có thể cho tôi biết thời gian bác sĩ có sẵn không?",schedule_appointment
"Có thể cho tôi biết thời gian bác sĩ có sẵn vào tháng này không?",schedule_appointment
"Có thể cho tôi biết thời gian có sẵn để đặt hẹn không?",schedule_appointment
"Có thể cho tôi biết thời gian có sẵn để đặt hẹn không?",schedule_appointment
"Có thể cho tôi biết thời gian có sẵn để đặt hẹn không?",schedule_appointment
"Có thể cho tôi biết thời gian có sẵn để đặt hẹn không?",schedule_appointment
"Có thể cho tôi biết thời gian để đặt hẹn không?",schedule_appointment
"Có thể cho tôi biết thời gian nào là khả dụng để đặt hẹn không?",schedule_appointment
"Có thể cho tôi biết thời gian nào là khả dụng để đặt hẹn không?",schedule_appointment
"Có thể cho tôi biết thời gian nào là tốt nhất để khám phụ khoa không?",schedule_appointment
"Có thể đặt lịch hẹn qua điện thoại hay không?",schedule_appointment
"Có thể giúp tôi đặt hẹn với bác sĩ phẫu thuật không?",schedule_appointment
"Có thể giúp tôi đặt lịch hẹn với bác sĩ chuyên khoa không?",schedule_appointment
"Có thể giúp tôi đặt lịch hẹn với bác sĩ chuyên khoa tim mạch không?",schedule_appointment
"Có thể giúp tôi đặt lịch hẹn với bác sĩ không?",schedule_appointment
"Có thể giúp tôi đặt lịch hẹn với bác sĩ không?",schedule_appointment
"Có thể giúp tôi đặt một buổi hẹn không?",schedule_appointment
"Có thể giúp tôi lên lịch hẹn với bác sĩ chuyên khoa không?",schedule_appointment
"Có thể giúp tôi lên lịch hẹn với bác sĩ không?",schedule_appointment
"Có thể giúp tôi sắp xếp lịch hẹn cho buổi kiểm tra sức khỏe không?",schedule_appointment
"Có thể giúp tôi sắp xếp lịch hẹn với bác sĩ không?",schedule_appointment
"Có thể giúp tôi sắp xếp lịch hẹn với bác sĩ nhi khoa không?",schedule_appointment
"Có thể giúp tôi sắp xếp lịch hẹn với bác sĩ nhi khoa không?",schedule_appointment
"Có thể giúp tôi xác nhận lịch hẹn của mình không?",schedule_appointment
"Có thể giúp tôi xác nhận lịch hẹn không?",schedule_appointment
"Có thể giúp tôi xác nhận lịch hẹn không?",schedule_appointment
"Có thể giúp tôi xác nhận lịch hẹn không?",schedule_appointment
"Có thể giúp tôi xác nhận thời gian hẹn với bác sĩ không?",schedule_appointment
"Có thể hỗ trợ tôi trong việc đặt lịch hẹn không?",schedule_appointment
"Có thể hỗ trợ tôi trong việc đặt lịch hẹn không?",schedule_appointment
"Có thể hỗ trợ tôi trong việc lên lịch hẹn không?",schedule_appointment
"Có thể hỗ trợ tôi trong việc xác nhận lịch hẹn không?",schedule_appointment
"Giúp tôi đặt lịch hẹn cho buổi khám tiếp theo.",schedule_appointment
"Giúp tôi đặt một cuộc hẹn với bác sĩ chuyên khoa.",schedule_appointment
"Giúp tôi đặt một lịch hẹn với bác sĩ nha khoa.",schedule_appointment
"Giúp tôi đặt một lịch hẹn với bác sĩ nội khoa.",schedule_appointment
"Làm ơn, giúp tôi sắp xếp một cuộc hẹn.",schedule_appointment
"Làm thế nào để đặt hẹn tại phòng khám?",schedule_appointment
"Làm thế nào để tôi có thể đặt lịch khám?",schedule_appointment
"Tôi cần đặt cuộc hẹn cho lần khám tiếp theo.",schedule_appointment
"Tôi cần đặt hẹn để kiểm tra sức khỏe định kỳ.",schedule_appointment
"Tôi cần đặt hẹn gặp bác sĩ chuyên khoa.",schedule_appointment
"Tôi cần đặt lịch hẹn cho kiểm tra sức khỏe định kỳ.",schedule_appointment
"Tôi cần đặt lịch hẹn cho kiểm tra sức khỏe định kỳ.",schedule_appointment
"Tôi cần đặt lịch hẹn cho kiểm tra sức khỏe trẻ em.",schedule_appointment
"Tôi cần đặt lịch hẹn cho kiểm tra sức khỏe trẻ em.",schedule_appointment
"Tôi cần đặt lịch hẹn cho kiểm tra sức khỏe trẻ em.",schedule_appointment
"Tôi cần đặt lịch hẹn cho trẻ em đi khám.",schedule_appointment
"Tôi cần đặt lịch hẹn cho trẻ em đi khám.",schedule_appointment
"Tôi cần đặt lịch hẹn cho tư vấn dinh dưỡng.",schedule_appointment
"Tôi cần đặt lịch hẹn cho tư vấn sức khỏe.",schedule_appointment
"Tôi cần đặt lịch hẹn cho tư vấn sức khỏe.",schedule_appointment
"Tôi cần đặt lịch khám cho bản thân.",schedule_appointment
"Tôi cần đặt lịch khám cho con cái.",schedule_appointment
"Tôi cần đặt lịch khám cho con tôi.",schedule_appointment
"Tôi cần đặt lịch khám sức khỏe.",schedule_appointment
"Tôi cần đặt lịch với chuyên gia dinh dưỡng.",schedule_appointment
"Tôi cần hẹn gặp bác sĩ để kiểm tra cholesterol.",schedule_appointment
"Tôi cần hẹn gặp bác sĩ để kiểm tra dị ứng.",schedule_appointment
"Tôi cần hẹn gặp bác sĩ để kiểm tra dị ứng.",schedule_appointment
"Tôi cần hẹn gặp bác sĩ để kiểm tra nội tiết.",schedule_appointment
"Tôi cần hẹn gặp bác sĩ để kiểm tra nội tiết.",schedule_appointment
"Tôi cần hẹn gặp bác sĩ để kiểm tra sức khỏe tâm thần.",schedule_appointment
"Tôi cần hẹn gặp bác sĩ để kiểm tra sức khỏe tâm thần.",schedule_appointment
"Tôi cần hẹn gặp bác sĩ để kiểm tra sức khỏe.",schedule_appointment
"Tôi cần hẹn với bác sĩ vào tuần tới.",schedule_appointment
"Tôi cần lên lịch gặp bác sĩ trong tuần này.",schedule_appointment
"Tôi cần lên lịch gặp bác sĩ vào tuần này.",schedule_appointment
"Tôi cần lên lịch hẹn với chuyên gia.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn cho kiểm tra huyết áp.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn cho kiểm tra huyết áp.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn để kiểm tra thị lực.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn khám bệnh.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn kiểm tra bệnh tiểu đường.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn với bác sĩ sản khoa.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn với bác sĩ trong tháng này.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn với bác sĩ vào tuần tới.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn với bác sĩ vào tuần tới.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn với chuyên gia.",schedule_appointment
"Tôi cần sắp xếp một cuộc hẹn với chuyên gia.",schedule_appointment
"Tôi cần xác nhận lịch hẹn của mình vào thứ Hai.",schedule_appointment
"Tôi cần xác nhận lịch hẹn của mình vào thứ Hai.",schedule_appointment
"Tôi cần xác nhận lịch hẹn của mình.",schedule_appointment
"Tôi cần xác nhận lịch hẹn của mình.",schedule_appointment
"Tôi cần xác nhận lịch hẹn khám tim mạch.",schedule_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ chuyên khoa.",schedule_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ chuyên khoa.",schedule_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ của mình.",schedule_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ của mình.",schedule_appointment
"Tôi cần xác nhận lịch hẹn với bác sĩ của mình.",schedule_appointment
"Tôi muốn biết cách đăng ký lịch hẹn trực tuyến.",schedule_appointment
"Tôi muốn biết cách đặt lịch hẹn với bác sĩ gia đình.",schedule_appointment
"Tôi muốn biết cách hủy lịch hẹn nếu cần.",schedule_appointment
"Tôi muốn biết thời gian khám của bác sĩ trong tháng này.",schedule_appointment
"Tôi muốn biết thời gian khám của bác sĩ trong tháng này.",schedule_appointment
"Tôi muốn biết thời gian khám của bác sĩ trong tuần này.",schedule_appointment
"Tôi muốn biết thời gian nào là tốt nhất để khám.",schedule_appointment
"Tôi muốn biết thời gian nào là tốt nhất để khám.",schedule_appointment
"Tôi muốn biết thời gian nào là tốt nhất để khám.",schedule_appointment
"Tôi muốn đặt lịch hẹn cho kiểm tra sức khỏe định kỳ.",schedule_appointment
"Tôi muốn đặt lịch hẹn với bác sĩ.",schedule_appointment
"Tôi muốn đặt lịch với bác sĩ trong tuần tới.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn cho khám sức khỏe định kỳ.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn cho khám sức khỏe định kỳ.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn cho kiểm tra sức khỏe định kỳ.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn cho kiểm tra sức khỏe định kỳ.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn để kiểm tra sức khỏe.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn để tư vấn sức khỏe.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn khám bệnh lý mãn tính.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn kiểm tra huyết áp.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn kiểm tra sức khỏe định kỳ.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn kiểm tra sức khỏe định kỳ.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn kiểm tra sức khỏe tổng quát.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn kiểm tra sức khỏe tổng quát.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn kiểm tra sức khỏe.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn kiểm tra sức khỏe.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn kiểm tra sức khỏe.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn với bác sĩ chuyên khoa.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn với bác sĩ nội khoa.",schedule_appointment
"Tôi muốn đặt một cuộc hẹn với bác sĩ.",schedule_appointment
"Tôi muốn đặt một lịch hẹn gặp bác sĩ.",schedule_appointment
"Tôi muốn hẹn gặp bác sĩ chuyên khoa da liễu.",schedule_appointment
"Tôi muốn hẹn gặp bác sĩ chuyên khoa da liễu.",schedule_appointment
"Tôi muốn lên kế hoạch cho một cuộc gặp.",schedule_appointment
"Tôi muốn lên kế hoạch cho một cuộc hẹn khám bệnh.",schedule_appointment
"Tôi muốn lên kế hoạch cho một cuộc hẹn khám.",schedule_appointment
"Tôi muốn lên kế hoạch cho một cuộc hẹn.",schedule_appointment
"Tôi muốn lên kế hoạch cho một cuộc hẹn.",schedule_appointment
"Tôi muốn lên kế hoạch cho một cuộc hẹn.",schedule_appointment
"Tôi muốn lên lịch cho một cuộc hẹn khám bệnh.",schedule_appointment
"Tôi muốn lên lịch cho một cuộc hẹn khám bệnh.",schedule_appointment
"Tôi muốn lên lịch gặp bác sĩ trong tháng này.",schedule_appointment
"Tôi muốn lên lịch gặp chuyên gia y tế.",schedule_appointment
"Tôi muốn lên lịch hẹn cho buổi khám mắt.",schedule_appointment
"Tôi muốn lên lịch hẹn cho buổi tiêm vắc xin.",schedule_appointment
"Tôi muốn lên lịch hẹn cho buổi tư vấn dinh dưỡng.",schedule_appointment
"Tôi muốn lên lịch hẹn khám bệnh vào buổi sáng.",schedule_appointment
"Tôi muốn lên lịch khám sức khỏe tổng quát.",schedule_appointment
"Tôi muốn lên lịch với bác sĩ trong tháng này.",schedule_appointment
"Tôi muốn sắp xếp một cuộc hẹn với bác sĩ chuyên khoa.",schedule_appointment
"Tôi muốn xác nhận lại lịch hẹn của mình với bác sĩ.",schedule_appointment
"Tôi muốn xác nhận lịch hẹn của mình vào thứ Tư.",schedule_appointment
